cases/pglib-opf/pglib_opf_case1354_pegase.m
ipopt
ACR
[info | PowerModels]: removing 1 cost terms from generator 1: [1025.8323, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 254: [2091.9809, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 257: [2364.8506, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 19: [2818.5912, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 179: [1519.6866, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 242: [2903.5248, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 260: [3357.9005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 239: [3215.4390999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 35: [3228.3037999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 197: [3665.9346, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 131: [2258.8806, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 21: [2905.0011, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 83: [3099.5415000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 244: [2043.1142000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 45: [4198.1874, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 139: [4467.024899999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 181: [4105.166, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 85: [2290.2754999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 105: [725.3371, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 30: [3389.5058, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 3: [2538.2856, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 81: [2247.4015, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 27: [2588.8316, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 75: [1513.8451, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 50: [1583.8148, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 162: [2833.6670000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 63: [4058.7389000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 92: [3923.531, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 208: [2758.1419, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 214: [1694.9368, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 120: [3580.7423999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 224: [2648.6972, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 87: [3156.5151, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 117: [2614.4799, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 255: [2291.2023999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 178: [792.4707, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 89: [1968.005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 176: [4462.9615, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 182: [3629.0422, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 225: [722.3432, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 195: [3206.5876000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 249: [2321.6139, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 161: [3379.8273000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 202: [3235.2216, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 146: [2926.0622000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 142: [2510.7671, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 219: [3616.7106, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 256: [787.5199, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 80: [3075.2977, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 203: [2073.0786, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 113: [1866.6899999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 110: [10058.6864, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 157: [3942.4853, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 57: [2498.1434, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 165: [3208.0860000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 231: [3543.631, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 173: [11388.152100000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 200: [1543.1582, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 171: [3182.5995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 233: [1526.7867, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 130: [2893.1032999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 15: [1114.4193, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 61: [3208.9221000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 67: [2818.8143, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 247: [678.8336, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 108: [2244.6061, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 100: [2380.2999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 46: [4298.204, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 251: [3984.7228, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 170: [3045.9416, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 151: [3669.4474999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 248: [3295.5551, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 68: [2767.2536999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 56: [2649.1829, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 147: [9899.2318, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 76: [3420.9845, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 186: [2552.4756, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 180: [3153.6394, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 135: [2246.2959, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 48: [2126.5424, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 103: [761.9883, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 32: [4470.3485, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 109: [2798.1934, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 217: [12543.2468, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 2: [3573.9303999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 183: [1603.8620999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 155: [1497.9523, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 51: [688.3722, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 53: [1982.896, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 106: [3731.4915, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 111: [3320.4588999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 141: [3610.5171, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 93: [3159.9182, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 213: [3848.0527, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 10: [2972.0369, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 215: [3593.0196, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 154: [3825.0897999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 49: [1766.2994, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 218: [2226.7272, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 5: [2441.0748000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 62: [2496.0517, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 196: [2938.5085, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 90: [2649.9589, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 234: [1702.4605000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 205: [4079.6241999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 237: [4441.4252, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 201: [1372.3693, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 164: [4106.003900000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 86: [2805.9177999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 126: [705.1011, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 152: [3773.5549, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 71: [2936.1646, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 37: [2400.1968, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 226: [3624.0526000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 245: [662.7975, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 6: [3739.7266, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 125: [3596.5332, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 98: [2481.0462, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 174: [4867.9477, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 187: [3609.0071000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 7: [1460.2966999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 194: [11461.2148, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 140: [4336.6752, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 107: [3138.3243, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 102: [3861.1659000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 69: [3747.6157999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 97: [1495.1813, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 4: [2257.0530000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 221: [2749.6344, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 235: [1869.4214, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 212: [1051.6844, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 210: [2141.6613, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 13: [1501.068, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 136: [1981.4769, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 211: [3004.6106, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 134: [434.50480000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 133: [3797.7313000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 148: [2740.5063, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 240: [2688.1811, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 193: [2447.9866, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 118: [4414.781, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 246: [2529.0669000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 38: [2692.2445, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 188: [4380.4954, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 199: [5877.1001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 116: [1980.4309, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 66: [2747.4887, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 241: [2761.1359, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 18: [4826.0283, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 132: [3730.2715999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 29: [3509.3255999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 78: [2496.5438, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 74: [1065.6580999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 119: [3556.2693000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 236: [2301.8016, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 42: [4339.9752, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 33: [1914.4125, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 28: [3806.4806, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 52: [11807.669, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 121: [3944.6996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 115: [3560.4132999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 163: [1840.4323000000002, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 58: [3842.7500999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 25: [3407.7711, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 114: [755.0981, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 166: [3355.5466, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 31: [4253.1078, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 206: [3086.2032, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 44: [1825.2906, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 169: [1682.5774, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 129: [3093.8094, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 189: [2639.3553, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 150: [3419.8047, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 259: [4764.5603, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 94: [3064.7839999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 99: [7970.8144, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 207: [10859.1549, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 47: [1622.0225, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 73: [3306.6585000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 82: [3497.8644000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 79: [2376.5406, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 216: [3533.8887, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 84: [1802.0306999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 104: [4219.54, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 124: [3054.4167, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 238: [2977.5924, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 209: [2704.3459, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 185: [1864.4095, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 70: [3832.4359999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 191: [1435.0508, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 8: [617.1706, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 198: [460.21000000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 64: [3644.582, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 222: [687.7423, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 91: [2838.5891, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 60: [3481.0352000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 158: [3929.6805, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 156: [2853.811, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 229: [2871.2216000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 144: [3308.6315999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 220: [4788.0191, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 22: [1769.3424, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 11: [3560.1645, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [34.8478, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [2919.4991, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [4689.4604, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [2729.6003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [3630.3918000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 36: [3396.1897, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 95: [3831.144, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [2045.6067999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 232: [4589.1711000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 153: [891.2924, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:    98249
Number of nonzeros in inequality constraint Jacobian.:    40740
Number of nonzeros in Lagrangian Hessian.............:    77004

Total number of variables............................:    11192
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    11192
                     variables with only upper bounds:        0
Total number of equality constraints.................:    10673
Total number of inequality constraints...............:    10110
        inequality constraints with only lower bounds:     3064
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     7046

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  8.0920950e+05 1.77e+01 1.00e+02  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  8.2219025e+05 1.74e+01 9.79e+01  -1.0 1.72e+01    -  2.36e-02 1.60e-02h  1
   2  8.4649103e+05 1.66e+01 9.64e+01  -1.0 2.45e+01    -  1.24e-03 4.77e-02h  1
   3  8.5687701e+05 1.56e+01 9.38e+01  -1.0 6.55e+01    -  1.65e-02 6.18e-02H  1
   4  8.5191735e+05 1.50e+01 9.14e+01  -1.0 2.54e+02    -  2.33e-02 3.89e-02f  2
   5  8.4758956e+05 1.43e+01 8.73e+01  -1.0 3.27e+02    -  4.53e-02 4.18e-02f  2
   6  8.4621881e+05 1.36e+01 8.30e+01  -1.0 3.54e+02    -  4.80e-02 5.25e-02f  2
   7  8.4916212e+05 1.31e+01 7.79e+01  -1.0 3.67e+02    -  6.66e-02 3.57e-02h  3
   8  8.5584560e+05 1.25e+01 7.07e+01  -1.0 3.63e+02    -  1.02e-01 4.59e-02h  3
   9  8.6725600e+05 1.18e+01 6.26e+01  -1.0 3.44e+02    -  1.24e-01 5.71e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.8442350e+05 1.09e+01 5.21e+01  -1.0 3.27e+02    -  1.90e-01 7.19e-02h  3
  11  9.0904573e+05 9.89e+00 3.72e+01  -1.0 3.17e+02    -  3.37e-01 9.52e-02h  3
  12  9.3612716e+05 8.86e+00 2.85e+01  -1.0 3.13e+02    -  2.88e-01 1.04e-01h  3
  13  9.6513447e+05 7.85e+00 2.36e+01  -1.0 3.06e+02    -  2.03e-01 1.14e-01h  3
  14  1.0665158e+06 4.55e+00 1.32e+01  -1.0 2.91e+02    -  4.52e-01 4.21e-01w  1
  15  1.0952086e+06 3.80e+00 1.06e+01  -1.0 2.44e+02    -  2.45e-01 1.64e-01w  1
  16  1.1303022e+06 2.94e+00 8.48e+00  -1.0 2.13e+02    -  1.53e-01 2.27e-01w  1
  17  1.1488676e+06 2.50e+00 6.92e+00  -1.0 1.72e+02    -  2.79e-01 1.51e-01h  1
  18  1.1793933e+06 1.79e+00 5.25e+00  -1.0 1.35e+02    -  1.71e-01 2.81e-01h  1
  19  1.2105843e+06 1.10e+00 4.10e+00  -1.0 9.47e+01    -  2.36e-01 3.85e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.2214219e+06 8.76e-01 3.32e+00  -1.0 8.48e+01    -  1.48e-01 2.07e-01h  1
  21  1.2359567e+06 5.75e-01 2.31e+00  -1.0 7.29e+01    -  5.21e-01 3.44e-01h  1
  22  1.2440369e+06 4.15e-01 1.72e+00  -1.0 5.72e+01    -  5.96e-01 2.77e-01h  1
  23  1.2577406e+06 3.22e-01 4.28e+00  -1.0 5.98e+01    -  9.84e-01 6.24e-01h  1
  24  1.2629555e+06 1.35e-01 3.07e+00  -1.0 4.87e+01    -  9.90e-01 5.85e-01h  1
  25  1.2668107e+06 3.46e-02 8.33e-01  -1.0 2.13e+01    -  1.00e+00 1.00e+00h  1
  26  1.2668548e+06 7.55e-04 5.38e-02  -1.0 2.41e+00    -  1.00e+00 1.00e+00h  1
  27  1.2643882e+06 4.34e-03 3.88e-01  -2.5 1.35e+01    -  5.01e-01 4.68e-01f  1
  28  1.2620906e+06 1.90e-02 6.12e-01  -2.5 2.49e+01    -  3.36e-01 5.69e-01f  1
  29  1.2612013e+06 3.09e-02 4.24e+00  -2.5 2.40e+01    -  5.68e-01 3.72e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.2604514e+06 1.15e-02 7.18e+00  -2.5 2.47e+01    -  7.06e-01 3.51e-01f  1
  31  1.2599010e+06 1.20e-02 7.81e+00  -2.5 2.03e+01    -  7.92e-01 3.20e-01f  1
  32  1.2594653e+06 1.02e-02 8.93e+00  -2.5 1.31e+01    -  6.74e-01 4.17e-01h  1
  33  1.2592386e+06 6.67e-03 7.14e+00  -2.5 7.23e+00    -  1.00e+00 4.56e-01h  1
  34  1.2590937e+06 2.24e-03 2.05e+00  -2.5 3.62e+00    -  1.00e+00 7.62e-01h  1
  35  1.2590643e+06 1.33e-04 2.13e-03  -2.5 5.62e-01    -  1.00e+00 1.00e+00h  1
  36  1.2589899e+06 3.14e-04 6.49e+00  -3.8 4.87e+00    -  7.18e-01 3.04e-01f  1
  37  1.2589257e+06 2.78e-03 4.87e+00  -3.8 5.08e+00    -  4.63e-01 4.09e-01h  1
  38  1.2588794e+06 2.57e-03 7.26e+00  -3.8 3.43e+00    -  8.43e-01 5.72e-01h  1
  39  1.2588561e+06 1.12e-03 1.86e+00  -3.8 1.70e+00    -  8.71e-01 7.98e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.2588526e+06 1.69e-04 1.26e-03  -3.8 1.33e-01    -  1.00e+00 1.00e+00h  1
  41  1.2588528e+06 1.40e-06 2.07e-04  -3.8 5.94e-02    -  1.00e+00 1.00e+00h  1
  42  1.2588482e+06 1.01e-04 1.33e+00  -5.7 4.68e-01    -  8.33e-01 4.95e-01f  1
  43  1.2588457e+06 1.23e-04 1.69e+00  -5.7 2.76e-01    -  8.90e-01 5.65e-01h  1
  44  1.2588446e+06 7.47e-05 4.00e+00  -5.7 2.82e-01    -  1.00e+00 6.51e-01h  1
  45  1.2588443e+06 3.46e-05 6.16e+00  -5.7 2.49e-01    -  1.00e+00 5.65e-01h  1
  46  1.2588441e+06 8.78e-07 3.26e-04  -5.7 1.26e-01    -  1.00e+00 1.00e+00h  1
  47  1.2588441e+06 1.84e-08 1.79e-05  -5.7 2.67e-03    -  1.00e+00 1.00e+00h  1
  48  1.2588440e+06 1.05e-07 3.13e-01  -8.6 3.70e-02    -  9.05e-01 7.95e-01h  1
In iteration 48, 1 Slack too small, adjusting variable bound
  49  1.2588440e+06 5.13e-08 6.99e-01  -8.6 9.49e-03    -  1.00e+00 7.57e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.2588440e+06 2.51e-08 4.20e-01  -8.6 2.37e-03    -  9.73e-01 7.91e-01h  1
  51  1.2588440e+06 2.64e-09 6.02e-07  -8.6 4.93e-04    -  1.00e+00 1.00e+00f  1
  52  1.2588440e+06 3.69e-10 2.56e-09  -8.6 1.74e-04    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 52

                                   (scaled)                 (unscaled)
Objective...............:   1.0036029790144550e+04    1.2588439854993531e+06
Dual infeasibility......:   2.5553898067461084e-09    3.2052885016220748e-07
