cases/pglib-opf/pglib_opf_case588_sdet.m
ipopt
ACR
[warn | PowerModels]: no active generators found at bus 407, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 388, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 382, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 74, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 206, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 280, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 364, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 352, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 144, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 483, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 398, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 353, updating to bus type from 2 to 1
[info | PowerModels]: removing 1 cost terms from generator 32: [4431.4937, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 29: [1963.1594, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 1: [2353.5653, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 54: [1824.2350999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 78: [4032.149, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 81: [1989.1648, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 101: [2036.3747, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 2: [2746.502, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 105: [4526.2274, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 109: [4029.0813999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 74: [3479.9871000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 41: [5389.8136, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 132: [2528.4434, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 153: [3026.322, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 65: [4060.9265, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 155: [3464.1486, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 51: [12250.313400000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 53: [2762.0251, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 106: [4501.8519, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 119: [4094.5757, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 27: [2467.0298, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 75: [2878.1279999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 42: [3044.223, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 33: [3086.321, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 28: [4251.4758999999995, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 50: [10517.840900000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 52: [10641.4426, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 159: [1644.6303, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 111: [4170.0445, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 162: [2214.4604, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 63: [3193.0638, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 121: [8859.9633, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 115: [2561.7682, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 141: [2576.4471, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 92: [4043.2203, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 88: [711.7309, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 93: [4353.2489, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 26: [1946.2994999999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 10: [1864.8445, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 163: [3918.1255, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 120: [511.6384, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 77: [2646.4892, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 24: [3669.8208, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 87: [3039.7232, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 117: [2658.9244, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 58: [3893.5935999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 25: [2983.2915, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 114: [3824.4354000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 23: [4850.3408, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 160: [2299.068, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 154: [3616.8021000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 149: [2615.0452, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 49: [2873.2147, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 166: [10845.1788, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 59: [4247.1508, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 5: [4819.011600000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 31: [2856.3386, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 89: [4197.4613, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 62: [3614.0449, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 43: [4275.2811, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 122: [3324.7253, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 90: [2792.5312000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 39: [3212.4894, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 143: [2948.3804, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 112: [3183.2551, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 34: [12211.827800000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 44: [2782.9350999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 129: [3038.5881999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 150: [3587.9629999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 137: [1954.3519, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 94: [5388.1410000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 164: [3641.2829, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 55: [4695.8162, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 86: [3838.1776, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 161: [1845.0031, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 126: [830.4805, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 17: [3796.4523999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 99: [4991.5606, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 71: [4941.9174, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 152: [2575.2611, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 37: [10034.2657, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 47: [10119.846099999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 9: [4603.746499999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 73: [3392.1675999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 82: [4693.9814, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 12: [10391.3889, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 79: [3668.2954000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 20: [3036.2388, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 146: [2053.5865999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 6: [3793.3947000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 142: [2473.5825, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 84: [5194.6595, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 80: [11844.625100000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 104: [10541.912499999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 124: [10541.3837, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 125: [4896.0239, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 98: [6326.6585, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 113: [3463.7815000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 110: [4571.5203, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 70: [2123.8147000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 14: [3341.5433, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 167: [1737.6283, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 127: [4267.6707, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 157: [1565.7894000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 7: [1215.6093, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 96: [2393.5593999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 57: [4489.4446, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 123: [3648.6735000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 165: [2774.8868, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 8: [3605.7882, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 140: [10211.8437, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 64: [2784.6608, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 19: [2473.5716, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 91: [4208.1347000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 107: [12363.3802, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 102: [2556.3811, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 69: [2775.9505999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 60: [4645.8114000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 97: [12217.1437, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 158: [2559.8432, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 4: [3662.4240999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 156: [3918.5167, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 130: [2532.1525, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 144: [1783.6918, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 22: [3956.4385, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 11: [4750.3236, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 35: [4204.5828, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 13: [4199.1113, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 136: [3367.1522000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 134: [3727.9277, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 133: [3127.6403999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 148: [3103.7365999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 131: [2730.4206, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 15: [2633.1313999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 61: [1043.5412, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 67: [2995.1893, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 108: [3359.8512, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 118: [3330.1644, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [4121.2053, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 100: [2767.6646, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [12038.337599999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 21: [3809.6425000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 38: [655.7863, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 46: [5363.1717, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [12514.2988, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 83: [2060.9107000000004, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 151: [4288.4523, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 45: [2590.0149, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 68: [11699.9725, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 56: [3961.0535, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 116: [2661.175, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [2004.202, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 139: [2450.8809, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 145: [619.1415000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 36: [1985.8774, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 66: [2814.7333, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 76: [3779.3750000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 95: [10363.306, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [3930.0841, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 85: [11513.9292, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 147: [903.3542000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 135: [4678.1751, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 48: [3446.6152, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 18: [2862.1956999999998, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 103: [3154.4193, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 30: [4449.1363, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 3: [3422.78, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:    32275
Number of nonzeros in inequality constraint Jacobian.:    15928
Number of nonzeros in Lagrangian Hessian.............:    26524

Total number of variables............................:     4110
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     4110
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3921
Total number of inequality constraints...............:     3902
        inequality constraints with only lower bounds:     1265
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     2637

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  2.6587225e+05 1.49e+01 1.00e+02  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.6556279e+05 1.45e+01 9.78e+01  -1.0 1.70e+01    -  2.22e-02 2.23e-02f  1
   2  2.6437750e+05 1.39e+01 9.53e+01  -1.0 1.50e+01    -  1.75e-02 4.27e-02f  1
   3  2.6319242e+05 1.28e+01 8.99e+01  -1.0 9.48e+00    -  4.79e-02 8.42e-02f  1
   4  2.6672985e+05 1.11e+01 8.21e+01  -1.0 1.65e+01    -  7.38e-02 1.35e-01h  1
   5  2.7447431e+05 8.86e+00 7.29e+01  -1.0 2.40e+01    -  9.26e-02 2.02e-01h  1
   6  2.8516256e+05 6.20e+00 4.02e+01  -1.0 2.58e+01    -  4.80e-01 3.07e-01h  1
   7  2.9906944e+05 2.98e+00 1.11e+01  -1.0 2.79e+01    -  7.91e-01 5.32e-01h  1
   8  3.0330374e+05 2.15e+00 7.04e+00  -1.0 2.23e+01    -  4.59e-01 2.81e-01h  1
   9  3.0571712e+05 1.69e+00 5.53e+00  -1.0 1.69e+01    -  7.50e-01 2.14e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  3.0974510e+05 9.59e-01 3.39e+00  -1.0 1.58e+01    -  9.43e-01 4.30e-01h  1
  11  3.1533703e+05 3.39e-02 8.17e-01  -1.0 8.93e+00    -  3.60e-01 9.70e-01h  1
  12  3.1459395e+05 2.39e-02 7.78e-01  -1.7 4.19e+00    -  7.59e-01 5.12e-01f  1
  13  3.1398544e+05 1.50e-02 4.92e-01  -1.7 3.83e+00    -  9.57e-01 7.90e-01f  1
  14  3.1375911e+05 4.35e-03 5.11e-02  -1.7 2.11e+00    -  1.00e+00 1.00e+00h  1
  15  3.1359125e+05 3.58e-02 1.27e+00  -2.5 2.78e+00    -  8.38e-01 3.63e-01f  1
  16  3.1331806e+05 8.97e-03 2.72e-01  -2.5 3.48e+00    -  8.54e-01 6.95e-01f  1
  17  3.1323714e+05 1.97e-03 7.70e-01  -2.5 4.00e-01    -  1.00e+00 7.69e-01h  1
  18  3.1322134e+05 1.56e-04 2.95e-02  -2.5 3.04e-01    -  1.00e+00 1.00e+00h  1
  19  3.1322197e+05 3.71e-06 2.05e-03  -2.5 5.09e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.1319394e+05 2.60e-04 2.19e+00  -3.8 8.17e-01    -  6.76e-01 2.85e-01f  1
  21  3.1315612e+05 1.25e-03 1.00e+00  -3.8 5.22e-01    -  6.65e-01 6.12e-01h  1
  22  3.1314568e+05 7.11e-04 1.43e+00  -3.8 3.07e-01    -  3.37e-01 7.02e-01h  1
  23  3.1314215e+05 3.07e-04 1.22e+00  -3.8 1.73e-01    -  7.28e-01 1.00e+00f  1
  24  3.1314259e+05 3.16e-05 5.58e-03  -3.8 1.12e-01    -  1.00e+00 1.00e+00h  1
  25  3.1314260e+05 1.90e-07 1.40e-05  -3.8 7.10e-03    -  1.00e+00 1.00e+00h  1
  26  3.1314001e+05 1.77e-04 8.42e-02  -5.7 1.40e-01    -  8.07e-01 8.60e-01f  1
  27  3.1313987e+05 8.28e-05 5.83e-01  -5.7 1.83e-01    -  5.80e-01 6.67e-01h  1
  28  3.1313981e+05 9.78e-06 2.01e-04  -5.7 1.30e-01    -  1.00e+00 1.00e+00h  1
  29  3.1313981e+05 9.73e-07 7.81e-06  -5.7 6.39e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.1313981e+05 7.91e-08 7.02e-07  -5.7 1.66e-02    -  1.00e+00 1.00e+00h  1
  31  3.1313981e+05 7.54e-10 6.41e-09  -5.7 1.39e-03    -  1.00e+00 1.00e+00h  1
  32  3.1313979e+05 5.64e-08 2.76e-01  -8.6 4.08e-02    -  9.49e-01 5.57e-01h  1
  33  3.1313978e+05 3.05e-07 1.22e-02  -8.6 3.31e-02    -  1.00e+00 9.69e-01h  1
  34  3.1313978e+05 5.32e-08 4.27e-07  -8.6 8.57e-03    -  1.00e+00 1.00e+00h  1
  35  3.1313978e+05 2.67e-09 2.14e-08  -8.6 1.21e-03    -  1.00e+00 1.00e+00h  1
  36  3.1313978e+05 1.67e-11 3.06e-10  -8.6 3.47e-05    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 36

                                   (scaled)                 (unscaled)
Objective...............:   2.5561777056256351e+03    3.1313978000006970e+05
Dual infeasibility......:   3.0645738667010995e-10    3.7541990304538292e-08
Constraint violation....:   1.5295300914491480e-11    1.6655121726216748e-11
Complementarity.........:   2.6954769699692961e-09    3.3020437644606266e-07
Overall NLP error.......:   2.6954769699692961e-09    3.3020437644606266e-07


Number of objective function evaluations             = 37
Number of objective gradient evaluations             = 37
Number of equality constraint evaluations            = 37
Number of inequality constraint evaluations          = 37
Number of equality constraint Jacobian evaluations   = 37
Number of inequality constraint Jacobian evaluations = 37
Number of Lagrangian Hessian evaluations             = 36
Total CPU secs in IPOPT (w/o function evaluations)   =      2.182
Total CPU secs in NLP function evaluations           =      0.234

EXIT: Optimal Solution Found.
Time to Solution........:3.153269052505493
