cases/pglib-opf/pglib_opf_case240_pserc.m
ipopt
DCP
[info | PowerModels]: removing 1 cost terms from generator 32: [2736.0187, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 19: [676.9987000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 91: [4519.5796, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 107: [3769.8432, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 102: [2483.7547, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 69: [3506.0251000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 60: [2930.5594, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 97: [3896.6465999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 4: [778.454, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 130: [2609.2954, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 22: [3610.8116000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 11: [2480.7784, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 35: [2193.5047, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 13: [3475.5431000000003, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 136: [1878.1578, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 134: [3895.6112, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 133: [715.7129, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 131: [3721.0310999999997, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 15: [10540.4954, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 61: [4348.7946, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 67: [3282.1502, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 108: [4883.1293000000005, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 118: [3801.667, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 16: [4008.2605999999996, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 100: [2846.6295, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 40: [2562.3984, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 21: [3785.6831, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 38: [2464.2891, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 46: [13940.667099999999, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 72: [1072.4076, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 83: [2236.0086, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 45: [1974.7758000000001, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 68: [2243.4142, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 56: [2306.917, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 116: [2866.3274, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 128: [2788.954, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 139: [959.4434, 0.0]
[info | PowerModels]: removing 3 cost terms from generator 36: Float64[]
[info | PowerModels]: removing 1 cost terms from generator 66: [5229.1471, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 76: [3248.9744, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 95: [4282.8324, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 138: [3190.5335, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 85: [3207.6694, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 135: [4064.2352, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 48: [3339.0411, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 18: [10334.8768, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 103: [2801.9241, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 30: [11291.9983, 0.0]
[info | PowerModels]: removing 1 cost terms from generator 3: [5025.3548, 0.0]

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.13.2, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:     2384
Number of nonzeros in inequality constraint Jacobian.:     1392
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      831
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      591
                     variables with only upper bounds:        0
Total number of equality constraints.................:      689
Total number of inequality constraints...............:      696
        inequality constraints with only lower bounds:      348
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      348

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  3.9152368e+03 9.00e+01 5.61e+01  -1.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.8287932e+04 8.95e+01 5.56e+01  -1.0 4.61e+02    -  3.51e-03 5.62e-03h  1
   2  1.1527090e+05 8.75e+01 5.40e+01  -1.0 2.57e+02    -  2.20e-04 2.29e-02h  1
   3  1.4171151e+05 8.66e+01 5.35e+01  -1.0 2.55e+02    -  6.32e-03 1.01e-02h  1
   4  1.5879362e+05 8.56e+01 5.34e+01  -1.0 2.22e+02    -  2.35e-03 1.16e-02h  1
   5  1.7767007e+05 8.45e+01 5.30e+01  -1.0 2.03e+02    -  7.51e-03 1.32e-02h  1
   6  2.0657382e+05 8.27e+01 5.24e+01  -1.0 1.78e+02    -  1.16e-02 2.05e-02h  1
   7  2.7875233e+05 7.88e+01 5.15e+01  -1.0 1.65e+02    -  2.19e-02 4.70e-02h  1
   8  4.0034302e+05 7.28e+01 4.99e+01  -1.0 1.52e+02    -  3.72e-02 7.68e-02h  1
   9  4.7973294e+05 6.87e+01 4.87e+01  -1.0 1.51e+02    -  3.04e-02 5.55e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  6.4142317e+05 6.23e+01 4.80e+01  -1.0 1.29e+02    -  2.48e-02 9.43e-02h  1
  11  8.0133566e+05 5.66e+01 4.64e+01  -1.0 1.34e+02    -  4.04e-02 9.12e-02h  1
  12  8.5822305e+05 5.48e+01 4.58e+01  -1.0 1.13e+02    -  1.61e-02 3.15e-02h  1
  13  1.0094671e+06 5.03e+01 4.59e+01  -1.0 9.21e+01    -  7.32e-03 8.30e-02h  1
  14  1.2126616e+06 4.44e+01 4.36e+01  -1.0 8.44e+01    -  5.79e-02 1.17e-01h  1
  15  1.2960665e+06 4.21e+01 4.39e+01  -1.0 7.80e+01    -  8.22e-03 5.05e-02h  1
  16  1.3198430e+06 4.15e+01 3.94e+01  -1.0 6.78e+01    -  8.51e-02 1.49e-02h  1
  17  1.4478311e+06 3.82e+01 3.93e+01  -1.0 7.00e+01    -  1.74e-02 7.87e-02h  1
  18  1.5936416e+06 3.46e+01 3.85e+01  -1.0 6.85e+01    -  3.54e-02 9.46e-02h  1
  19  1.7929310e+06 2.99e+01 3.84e+01  -1.0 6.93e+01    -  2.96e-02 1.38e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.0222750e+06 2.45e+01 3.75e+01  -1.0 6.36e+01    -  4.93e-02 1.78e-01h  1
  21  2.1322927e+06 2.20e+01 3.50e+01  -1.0 4.42e+01    -  7.14e-02 1.01e-01h  1
  22  2.2902615e+06 1.86e+01 3.49e+01  -1.0 4.17e+01    -  2.46e-02 1.56e-01h  1
  23  2.3126036e+06 1.81e+01 3.39e+01  -1.0 4.87e+01    -  2.96e-02 2.59e-02h  1
  24  2.4863112e+06 1.44e+01 3.21e+01  -1.0 4.38e+01    -  7.22e-02 2.05e-01h  1
  25  2.5151283e+06 1.38e+01 2.97e+01  -1.0 4.39e+01    -  7.38e-02 4.22e-02h  1
  26  2.6100507e+06 1.18e+01 2.65e+01  -1.0 3.87e+01    -  1.08e-01 1.45e-01h  1
  27  2.6179850e+06 1.16e+01 2.61e+01  -1.0 3.45e+01    -  1.46e-02 1.36e-02h  1
  28  2.6432164e+06 1.11e+01 2.59e+01  -1.0 3.83e+01    -  1.30e-02 4.33e-02h  1
  29  2.6581407e+06 1.08e+01 2.55e+01  -1.0 3.46e+01    -  1.86e-02 2.63e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.6951695e+06 1.01e+01 2.51e+01  -1.0 3.98e+01    -  2.15e-02 6.61e-02h  1
  31  2.7204965e+06 9.64e+00 2.45e+01  -1.0 2.76e+01    -  2.59e-02 4.79e-02h  1
  32  2.8011741e+06 8.11e+00 2.38e+01  -1.0 2.89e+01    -  4.13e-02 1.59e-01h  1
  33  2.8409387e+06 7.37e+00 2.11e+01  -1.0 2.65e+01    -  1.11e-01 9.22e-02h  1
  34  2.8684322e+06 6.85e+00 2.19e+01  -1.0 2.84e+01    -  4.96e-01 6.95e-02h  1
  35  2.8872634e+06 6.51e+00 2.48e+01  -1.0 4.16e+01    -  1.14e-01 5.06e-02h  1
  36  2.8935504e+06 6.39e+00 2.43e+01  -1.0 3.00e+01    -  1.43e-02 1.74e-02h  1
  37  2.9136748e+06 6.03e+00 2.30e+01  -1.0 2.75e+01    -  5.84e-02 5.65e-02h  1
  38  2.9370007e+06 5.63e+00 4.54e+01  -1.0 2.48e+01    -  7.38e-03 6.75e-02h  1
  39  3.0003376e+06 4.52e+00 4.20e+01  -1.0 2.91e+01    -  8.49e-02 1.97e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  3.0080555e+06 4.38e+00 3.53e+01  -1.0 2.60e+01    -  5.12e-02 2.96e-02h  1
  41  3.0338157e+06 3.94e+00 3.39e+01  -1.0 3.99e+01    -  8.11e-02 1.02e-01h  1
  42  3.0701936e+06 3.31e+00 4.04e+01  -1.0 3.92e+01    -  4.35e-02 1.58e-01h  1
  43  3.0839781e+06 3.08e+00 3.94e+01  -1.0 4.92e+01    -  5.27e-02 6.96e-02h  1
  44  3.1397469e+06 2.16e+00 2.70e+01  -1.0 3.48e+01    -  3.18e-01 3.00e-01h  1
  45  3.1711849e+06 1.64e+00 2.23e+01  -1.0 3.31e+01    -  8.21e-02 2.41e-01h  1
  46  3.1736368e+06 1.60e+00 1.53e+01  -1.0 2.41e+01    -  6.24e-02 2.48e-02h  1
  47  3.1840893e+06 1.42e+00 1.25e+01  -1.0 2.41e+01    -  1.16e-01 1.08e-01h  1
  48  3.2022925e+06 1.13e+00 4.37e+01  -1.0 3.71e+01    -  4.95e-02 2.08e-01h  1
  49  3.2255383e+06 7.56e-01 2.38e+01  -1.0 1.00e+01    -  5.34e-01 3.31e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  3.2734539e+06 2.27e-13 3.48e+00  -1.0 5.27e+00    -  4.77e-01 1.00e+00h  1
  51  3.2734211e+06 2.27e-13 5.08e-03  -1.0 3.24e-01    -  9.98e-01 1.00e+00f  1
  52  3.2718710e+06 3.41e-13 1.03e+00  -2.5 9.89e-01    -  7.75e-01 8.05e-01f  1
  53  3.2714960e+06 2.27e-13 2.37e+00  -2.5 1.25e-01    -  8.61e-01 1.00e+00f  1
  54  3.2714941e+06 2.27e-13 2.83e-08  -2.5 2.28e-02    -  1.00e+00 1.00e+00f  1
  55  3.2714405e+06 4.55e-13 1.28e-01  -3.8 2.25e-02    -  9.15e-01 1.00e+00f  1
  56  3.2714404e+06 2.27e-13 1.50e-09  -3.8 2.92e-04    -  1.00e+00 1.00e+00f  1
  57  3.2714374e+06 2.27e-13 1.84e-11  -5.7 1.24e-03    -  1.00e+00 1.00e+00f  1
  58  3.2714374e+06 4.55e-13 6.86e-13  -8.6 1.51e-05    -  1.00e+00 1.00e+00f  1

Number of Iterations....: 58

                                   (scaled)                 (unscaled)
Objective...............:   2.3466863953397256e+04    3.2714373825530107e+06
Dual infeasibility......:   6.8570992906765165e-13    9.5592538482967438e-11
Constraint violation....:   2.6481087334887173e-14    4.5474735088646412e-13
Complementarity.........:   2.6083004140511457e-09    3.6361447769079184e-07
Overall NLP error.......:   2.6083004140511457e-09    3.6361447769079184e-07


Number of objective function evaluations             = 59
Number of objective gradient evaluations             = 59
Number of equality constraint evaluations            = 59
Number of inequality constraint evaluations          = 59
Number of equality constraint Jacobian evaluations   = 1
Number of inequality constraint Jacobian evaluations = 1
Number of Lagrangian Hessian evaluations             = 1
Total CPU secs in IPOPT (w/o function evaluations)   =      0.776
Total CPU secs in NLP function evaluations           =      0.210

EXIT: Optimal Solution Found.
Time to Solution........:1.6449649333953857
